451511	4603023046008	НОВАЯ ЗАРЯ Красная Москва духи 42мл(НОВАЯ ЗАРЯ):10	Парфюмерия и декоративная косметика	Парфюмерия	Одеколоны, духи, воды	Одеколоны, духи, воды женские
155632	2108054725073	Батон Николаевский в/с 0,35кг (Русский Продукт)	Хлеб и хлебобулочные изделия	Хлеб и хлебобулочные изделия	Булочные изделия	Булочные изделия целые
155633	2108054725080	Батон Николаевский длинный в/с 0,33кг (Русский Продукт)	Хлеб и хлебобулочные изделия	Хлеб и хлебобулочные изделия	Булочные изделия	Багеты
155634	2108054725042	Булочка Николаевская 5шт 0,25кг (Русский Продукт)	Хлеб и хлебобулочные изделия	Хлеб и хлебобулочные изделия	Мелкоштучные хлебные изделия	Сдобные изделия без начинки
155635	2108054725059	Хлеб Бородинский форм. 0,35кг (Русский Продукт)	Хлеб и хлебобулочные изделия	Хлеб и хлебобулочные изделия	Хлеб ржано-пшеничный	Хлеб ржано-пшеничный формовой
155637	2108054725028	Хлеб Пшеничный форм 0,45кг (Русский Продукт)	Хлеб и хлебобулочные изделия	Хлеб и хлебобулочные изделия	Хлеб пшеничный	Хлеб пшеничный формовой
155638	2108054725035	Хлеб Пшеничный нарез 0,45кг п/уп(Русский Продукт)	Хлеб и хлебобулочные изделия	Хлеб и хлебобулочные изделия	Хлеб пшеничный	Хлеб пшеничный формовой нарезка
155641	4607057270743	МОЛОЧНОЕ ИЗОБИЛИЕ Сметана 20% 0,2кг пл/ст(Энгельсский МК):6	Молочная продукция	Кисломолочные традиционные продукты	Сметана	Сметана
155421	2034121500017	Набор овощной морковь/лук/свекла (цена за шт)	Свежие фрукты и овощи	Свежие овощи, зелень, грибы	Овощной микс	Овощной микс
155446	-	Батон нарезной в/с подовый йодированный 0,3кг (Кропмолзавод)	Хлеб и хлебобулочные изделия	Хлеб и хлебобулочные изделия	Булочные изделия	Булочные изделия целые
344814	4601751003812	ВОЛЖСКИЕ ПРОСТОРЫ Сметана 20% 0,45кг ф/п (ЗАО Молвест):20	Молочная продукция	Кисломолочные традиционные продукты	Сметана	Сметана
155386	4607012700315	БЛАГОДА Сметана 15% 0,2кг пл/ст(Молочное Дело):12	Молочная продукция	Кисломолочные традиционные продукты	Сметана	Сметана
327858	2340532	Паштет Домашний со слив/маслом г/у (в)(Калужский МК)	Мясная гастрономия	Субпродуктовые изделия	Паштеты	Паштеты
155687	4607018781189	Булочка "Славянка" с сыром В/С 5шт упак. (ХК Волжский)	Хлеб и хлебобулочные изделия	Хлеб и хлебобулочные изделия	Мелкоштучные хлебные изделия	Сдобные изделия с начинкой
